feature_id;NS.1905.001.NEBNext_dual_i7_147---NEBNext_dual_i5_147.BS2_120;NS.1905.001.NEBNext_dual_i7_152---NEBNext_dual_i5_152.BM1_120;NS.1905.001.NEBNext_dual_i7_149---NEBNext_dual_i5_149.BS3_20;NS.1905.001.NEBNext_dual_i7_142---NEBNext_dual_i5_142.BM2_20;NS.1905.001.NEBNext_dual_i7_143---NEBNext_dual_i5_143.BM3_120;NS.1905.001.NEBNext_dual_i7_151---NEBNext_dual_i5_151.BS3_120;NS.1905.001.NEBNext_dual_i7_148---NEBNext_dual_i5_148.BM1_20;NS.1905.001.NEBNext_dual_i7_144---NEBNext_dual_i5_144.BM2_120;NS.1905.001.NEBNext_dual_i7_150---NEBNext_dual_i5_150.BS1_20;NS.1905.001.NEBNext_dual_i7_141---NEBNext_dual_i5_141.BS1_120;NS.1905.001.NEBNext_dual_i7_145---NEBNext_dual_i5_145.BM3_20;NS.1905.001.NEBNext_dual_i7_146---NEBNext_dual_i5_146.BS2_20
NMG90_09975;71;81;124;96;64;92;192;109;156;93;101;79
NMG90_05325;81956;55927;26315;36241;49494;35325;42601;36802;48188;35233;27760;117555
NMG90_05865;29287;22731;12527;12307;15832;15780;14673;20985;12333;22333;11609;13552
NMG90_21215;82;68;76;61;55;49;107;79;55;97;97;72
NMG90_09780;1586;831;1154;1760;725;685;1829;761;2568;1991;875;1350
NMG90_02805;2354;2100;1612;1797;1528;2088;2104;2192;1675;2680;1643;1462
NMG90_07850;65478;40620;41567;63826;41241;34210;78696;57755;70974;62545;50050;81476
NMG90_17890;2058;728;158;116;238;1272;240;434;137;166;125;177
NMG90_14775;3868;2513;2548;3306;1712;1853;7112;2205;1666;2867;2837;5128
NMG90_22875;625;369;1347;3092;512;405;3343;393;7175;2973;1257;4004
NMG90_02320;8319;9251;8642;9019;5497;6688;14387;8327;7651;10819;8680;8070
NMG90_09715;65;40;46;43;24;39;66;89;33;68;65;56
NMG90_03290;8251;6645;8054;6727;4714;5701;9367;5763;6772;9557;6058;5523
NMG90_15985;123;168;197;211;105;103;303;110;232;236;163;156
NMG90_11425;50250;48075;109722;106800;42243;32897;170940;38965;106517;84778;90729;92644
NMG90_16795;13353;9899;12459;13094;8411;7767;13355;8658;12234;15441;9609;10692
NMG90_02565;417;304;371;300;253;299;498;370;394;386;365;445
NMG90_24670;21;11;25;15;4;17;14;18;17;7;14;9
NMG90_08590;2041;2398;2635;2398;1814;1748;3640;2142;2494;3818;2348;2098
NMG90_15305;1054;847;1152;1147;582;714;1383;814;928;1245;947;849
NMG90_06845;170;135;170;174;121;109;232;126;119;130;125;127
NMG90_22680;2730;1878;1359;1280;1779;1882;1629;1922;1093;1933;1216;1374
NMG90_06365;626;586;931;720;468;568;1005;576;753;1161;729;536
NMG90_14110;2899;2202;2482;2588;1778;1735;3489;1938;2582;2612;2391;2683
NMG90_19490;460;494;346;360;267;300;420;350;311;537;325;318
NMG90_22845;1164;1043;566;530;561;1029;1027;1066;560;970;709;562
NMG90_16710;6460;4400;4314;3945;3296;3227;5175;4054;3290;5053;3635;5162
NMG90_25045;2656;2191;2216;2241;2046;2207;3894;2757;2061;3568;2309;2582
NMG90_22520;164;343;169;104;172;402;80;284;128;177;137;132
NMG90_11590;56;44;45;44;35;69;78;74;36;96;22;41
NMG90_10435;18;15;15;35;10;12;29;10;12;23;14;11
NMG90_19110;1783;1362;1474;1437;1134;1033;2114;1380;1312;2024;1396;1504
NMG90_20780;5138;3419;3973;3906;3284;2475;4786;3513;3602;4042;3262;4154
NMG90_22840;2663;2731;2344;1971;2196;2895;3560;3357;1773;4966;1895;2019
NMG90_14335;746;686;1115;989;669;597;1372;615;885;1379;864;913
NMG90_08665;3030;2846;2894;2879;2264;2634;4255;2669;2671;3614;2440;3155
NMG90_09440;156;106;202;115;93;92;240;171;180;258;179;186
NMG90_08910;6423;5328;5560;7375;4860;3988;8009;4996;7449;5968;5854;7087
NMG90_17655;210;194;391;603;217;306;416;373;387;295;372;357
NMG90_02410;1444;757;1008;1045;982;941;1029;926;990;1499;756;820
NMG90_12710;4794;2611;6725;8592;2682;3328;6694;3205;6130;4919;7337;11450
NMG90_00115;601;430;376;368;335;355;424;507;308;652;287;343
NMG90_24425;4986;4214;3338;2788;2496;2987;4044;3114;2474;3971;3367;4430
NMG90_02015;274;317;206;189;220;186;262;230;174;292;197;183
NMG90_05520;5514;3143;3116;6451;2458;4894;5760;4421;6581;3305;5393;4589
NMG90_19335;353;307;263;252;125;141;439;279;279;345;266;398
NMG90_03440;5126;3060;3566;3958;2632;2529;4295;3543;3627;3306;3710;5304
NMG90_17350;882;777;354;254;557;1407;438;894;305;584;413;499
NMG90_23435;164;116;130;275;83;114;235;137;363;228;171;368
NMG90_18225;19175;17702;42402;68586;16229;15748;74513;21410;50091;29547;64994;33739
NMG90_15375;70894;57137;30870;37660;43223;60058;64145;61785;36036;64861;37031;47010
NMG90_19605;2495;1509;1250;1013;1288;1729;1260;1299;1031;1092;1102;1379
NMG90_05465;446;336;378;321;182;247;519;208;240;372;351;312
NMG90_10270;87;57;55;35;69;60;73;65;61;58;62;81
NMG90_08420;61;44;41;61;47;46;84;47;59;68;39;36
NMG90_08340;3514;3960;6111;5435;2547;2455;8253;3229;5492;6313;4906;4283
NMG90_21475;578;504;548;554;478;431;660;575;504;650;488;479
NMG90_14340;2812413;2333449;1319683;1044652;1946316;1428609;1511126;2473358;735985;1673031;1039083;1257885
NMG90_12090;10272;16270;20589;16752;7255;7958;26799;8082;18202;17121;16559;13420
NMG90_12930;1360;953;2699;2539;680;719;3109;963;2358;1642;1994;1550
NMG90_20015;4959;3532;886;844;702;2389;1100;2080;916;1799;1250;1569
NMG90_08875;3465;2791;3271;3280;2365;3018;3813;3523;2905;2953;3081;2483
NMG90_17080;8324;6438;6382;7388;4713;3699;8875;5641;7400;7319;7150;11035
NMG90_20685;10466;8894;5495;4706;6593;7543;7690;9330;3979;5082;5482;5618
NMG90_07595;62;47;64;53;42;18;59;83;52;61;44;90
NMG90_18385;1324;917;3185;4375;783;896;7941;928;3772;1883;4446;3172
NMG90_10130;3217;2314;1738;1561;1511;2052;2270;2093;1244;2130;1370;1474
NMG90_02615;886;698;683;808;512;452;993;541;864;792;677;1018
NMG90_11575;544;402;295;243;239;280;372;350;251;450;225;324
NMG90_22490;1177;1125;1419;1497;969;963;2034;1142;1511;1670;1415;1904
NMG90_12265;1626;1193;1229;1466;739;996;1755;1133;1337;1044;1501;1810
NMG90_19260;699;464;533;482;607;410;361;622;920;695;369;308
NMG90_12915;77887;72967;73719;81872;50805;52260;121879;55703;77268;95425;67323;89115
NMG90_14945;3137;2439;2336;2211;1875;1926;2936;2242;2026;3311;1921;2200
NMG90_11730;29;17;29;37;22;26;42;34;27;38;37;30
NMG90_01075;569;567;1149;1635;481;370;2342;653;1832;1694;1307;1483
NMG90_07070;4316;3126;2274;2483;3549;2585;2568;3759;2296;3854;1879;2106
NMG90_15225;500;426;717;698;413;332;921;318;742;813;532;592
NMG90_18190;221031;201090;240183;204095;111125;170867;314945;182024;182208;193780;221810;162375
NMG90_24725;22;17;53;27;20;21;51;43;18;46;71;19
NMG90_13695;3611;4452;6555;5944;3509;2934;7593;3187;7306;6868;5142;5234
NMG90_08820;24674;27404;19390;21107;14460;17479;36666;18357;17756;18788;23012;20567
NMG90_03010;17365;16391;21403;17402;10305;12191;23614;11898;17630;13354;18020;12496
NMG90_14640;57;25;38;12;24;43;20;29;32;22;36;11
NMG90_21840;204;153;186;211;112;133;264;186;169;318;142;166
NMG90_19280;10667;8276;7532;9716;9178;7166;9419;11191;21497;16750;7194;6704
NMG90_05405;66;35;62;47;28;49;53;29;24;89;51;47
NMG90_08750;65;55;59;44;57;59;94;46;67;103;92;52
NMG90_02305;2437;1506;2280;2928;1518;1532;2488;1850;2876;1814;2584;2067
NMG90_13415;278;162;117;158;147;162;150;227;136;254;115;146
NMG90_03715;1149;1033;1532;1326;622;1028;1708;1122;1135;1160;1284;914
NMG90_19065;302;245;339;198;143;212;543;258;329;392;234;185
NMG90_21540;1515;1093;1152;969;1023;1200;1233;1230;625;1560;967;795
NMG90_19940;1122;1066;298;275;626;822;396;825;255;743;345;365
NMG90_09180;119;98;85;74;80;87;82;120;94;105;42;51
NMG90_16325;8420;7339;7859;7669;5622;8453;11651;7691;7495;11527;7309;6950
NMG90_01670;799;685;763;698;535;604;608;625;677;981;568;593
NMG90_01475;6661;6109;7542;6063;4638;5263;9317;4538;4915;5973;6131;5001
NMG90_22820;681;449;496;492;358;399;753;496;519;749;459;504
NMG90_03960;1622;1403;1425;1278;1279;1159;1796;1323;1546;2370;1156;1197
NMG90_11360;3815;2715;2664;2463;1635;2773;3358;2661;2074;3209;2514;3134
NMG90_18085;49;45;69;105;34;37;128;38;48;112;56;61
NMG90_00415;183;149;86;68;66;83;171;124;80;127;81;115
NMG90_01470;755;607;514;471;669;558;750;702;446;708;440;628
NMG90_21710;95;106;184;114;68;76;162;85;116;125;77;95
NMG90_07525;12373;12629;6719;8222;7129;7793;11933;8664;5026;9221;8350;7979
NMG90_07760;1754;1493;1824;1862;1366;1447;2869;1424;1803;2420;1480;1408
NMG90_04825;2392;1744;2930;2829;1459;1828;4262;1588;2452;1943;2865;2446
NMG90_14180;18869;14626;13189;16214;11752;11558;19242;15130;14563;16625;13684;15930
NMG90_07340;799;562;798;885;560;357;980;766;705;604;659;646
NMG90_21590;65;50;36;42;25;14;78;63;19;42;23;18
NMG90_15875;3235;1585;2932;2900;2018;2598;1886;2258;2067;1674;2311;3510
NMG90_02440;2498;2370;2603;2578;1532;1813;3779;1841;2492;3316;2238;2251
NMG90_04560;2428;1433;1229;1163;1244;1516;1410;1713;1483;2081;1066;1580
NMG90_04285;868;535;1454;2468;667;845;1185;1536;1660;916;1296;1610
NMG90_18315;826;2591;414;330;514;655;306;490;561;1655;373;309
NMG90_18965;12931;12604;14199;14896;10335;9381;17466;10693;14079;15794;12787;14181
NMG90_22495;2875;1667;1396;1420;1956;1464;1344;2083;1097;1717;1179;1250
NMG90_14890;1481;1003;950;978;810;831;1146;953;787;1274;935;863
NMG90_20635;29;23;36;24;7;17;48;37;28;32;72;52
NMG90_13925;1864;1541;1989;1755;1665;1361;2487;1385;1689;2661;1591;1878
NMG90_12685;10751;7722;5262;4506;6280;8854;7168;6651;3808;6458;4312;5490
NMG90_14160;56122;48841;72130;76478;41158;34968;80295;41527;73513;72115;61272;76580
NMG90_11270;370;230;212;268;204;223;252;234;280;314;218;271
NMG90_03080;688;229;209;182;113;140;235;174;262;189;217;300
NMG90_02570;3078;2758;2872;2478;1357;2107;4053;2307;2393;2438;2819;2504
NMG90_21330;645;522;455;419;416;486;598;656;386;610;416;480
NMG90_22420;243;174;463;495;101;89;562;134;425;473;399;509
NMG90_02050;356;356;373;368;248;276;482;320;376;418;307;300
NMG90_23395;672;428;446;720;336;443;814;515;491;734;456;578
NMG90_16425;17120;11143;12048;12255;8739;10250;16197;10787;9367;10631;11842;12285
NMG90_12700;3131;2532;1858;1948;1561;2348;3152;2439;1941;3254;1789;1979
NMG90_20845;978;1033;791;948;640;712;1071;746;906;1670;880;1027
NMG90_03615;138790;117354;139677;149745;119474;77901;158488;119503;101367;114024;121068;132423
NMG90_04665;4241;3156;2859;2404;2409;2675;3266;2749;2345;4337;2355;2327
NMG90_23530;12;14;46;49;21;9;57;23;311;108;50;78
NMG90_09665;40951;100934;15027;15118;32740;34483;13885;38587;26775;72810;20128;16715
NMG90_23130;10;10;5;9;11;6;4;16;10;11;6;15
NMG90_10900;2126;1559;1558;1449;1260;1412;2022;1705;1476;3018;1506;1223
NMG90_14675;7595;7112;6601;8631;5829;5914;10815;7294;9069;8907;7070;9181
NMG90_19535;2747;738;1135;1222;866;647;824;765;492;617;2140;5468
NMG90_08405;14313;10336;11965;11341;7708;9227;18589;9430;10192;15068;11281;11331
NMG90_22100;2279;2137;2099;1690;1684;1767;2582;2021;2038;2818;1695;1412
NMG90_16055;108;44;48;60;39;32;84;72;42;71;37;52
NMG90_01245;83546;65006;65481;77018;73848;36833;76075;73135;77680;85117;61387;80061
NMG90_12770;117555;106775;47812;51652;32555;66917;91761;71069;57734;80320;61412;60461
NMG90_10355;411;305;522;426;260;315;628;306;382;485;433;321
NMG90_11520;86;70;115;40;75;43;102;77;80;139;54;67
NMG90_22715;55;70;83;87;61;54;106;69;77;77;76;78
NMG90_00510;1193;1239;1033;1092;966;853;1440;909;1133;1744;814;789
NMG90_11700;626;733;1053;839;367;615;1204;626;797;779;944;489
NMG90_01045;13390;11502;12947;16427;8895;8365;22374;14122;16678;14225;12704;15350
NMG90_23180;1025;918;914;766;669;620;1126;916;748;1182;695;763
NMG90_14485;4888;5682;9446;7573;4061;3953;10847;5088;8680;9193;7652;6139
NMG90_11485;2072;1732;1681;1264;1122;1557;1664;1558;1696;1980;1546;1585
NMG90_16455;2352;1590;1451;1627;1012;1766;1997;1561;976;1650;1632;1494
NMG90_15850;353;231;424;509;228;256;517;253;347;439;352;408
NMG90_00825;43089;24891;22345;27748;17582;20373;31156;31827;16149;24463;25378;29172
NMG90_07695;10998;7945;5430;7229;6947;7541;8524;9578;7429;11976;6850;10710
NMG90_07015;4172;2103;1366;1725;2300;2846;1842;4014;1232;2676;1501;2041
NMG90_09505;88;98;60;68;48;54;78;62;75;126;55;73
NMG90_12980;63;65;85;61;64;33;101;51;68;76;53;45
NMG90_21355;3;11;2;11;3;8;9;3;4;2;6;6
NMG90_12095;5378;8957;8301;7460;4070;4538;9818;3636;8310;7183;7148;5620
NMG90_15475;1053;976;906;804;816;1033;1367;946;858;1321;889;885
NMG90_00850;561;370;449;356;242;331;609;333;333;543;558;357
NMG90_04075;287;145;129;178;159;115;179;159;146;174;114;135
NMG90_13485;490;245;394;462;358;347;400;297;403;355;382;457
NMG90_15450;588;390;239;288;334;450;491;455;328;537;229;340
NMG90_05540;12953;9079;7002;6153;7102;7348;7509;8471;5578;11271;5129;6275
NMG90_23765;1153;678;598;606;537;627;726;698;417;824;574;586
NMG90_06025;93;103;65;127;76;110;106;88;98;109;69;80
NMG90_12855;1877;1302;1032;1260;934;895;1799;1177;971;1226;1022;1632
NMG90_13420;964;686;752;666;569;664;900;920;629;1009;575;561
NMG90_12425;39;19;4;24;12;9;23;42;28;28;16;12
NMG90_12595;1065;582;63;39;398;876;48;662;46;1031;72;71
NMG90_22075;4702;2851;4664;5191;2665;2262;5895;3237;3735;3688;4922;7227
NMG90_07140;137;125;120;169;134;100;189;133;146;197;114;105
NMG90_01965;651;565;399;722;348;444;851;555;508;629;542;762
NMG90_13900;903;869;1166;970;648;692;1505;754;1058;1559;910;1130
NMG90_05180;16137;15115;12763;11018;8880;11619;15379;12085;9993;13265;10144;9948
NMG90_20485;463;310;342;427;273;240;565;267;367;422;306;306
NMG90_04670;5690;4711;3059;2871;3782;4368;3948;4570;2663;4621;2601;2743
NMG90_06880;51;37;105;136;30;30;220;40;120;132;129;146
NMG90_04795;7230;5780;5341;4868;4248;4707;6400;5013;4810;7716;4407;5114
NMG90_04070;168;122;158;163;104;91;250;189;140;236;140;104
NMG90_08105;1310;1268;897;1716;740;630;1921;2096;946;971;647;1438
NMG90_25100;339;297;169;182;231;242;294;223;207;189;226;250
NMG90_04985;1920;1287;1849;1532;1008;1366;2356;1627;1199;2172;1266;1430
NMG90_19745;795;594;438;528;413;407;713;478;401;802;391;494
NMG90_25205;467;385;292;281;246;394;399;325;266;511;243;285
NMG90_07045;3040;4284;4332;3815;968;3405;3030;1851;1570;1052;6110;2296
NMG90_19000;151;142;135;112;94;109;155;124;144;169;102;112
NMG90_25005;101811;70884;47287;33546;56704;52047;41671;65432;19187;28633;42202;35158
NMG90_11550;183;223;248;166;160;163;286;136;199;271;136;248
NMG90_10810;7197;5727;6749;6238;3928;4540;9514;5580;5607;7277;5258;5699
NMG90_22970;2034;4245;492;603;1210;1392;543;2361;676;2727;677;705
NMG90_18595;0;1;2;0;0;1;0;1;3;0;2;0
NMG90_03665;5168;4879;4615;4930;3223;3414;8082;5113;3737;6604;4111;5024
NMG90_03580;1104;1006;1459;1195;587;721;1958;1136;1343;1630;1357;1026
NMG90_02000;46;94;52;66;18;43;49;60;40;112;37;61
NMG90_08360;749;590;812;1135;554;406;1886;651;1396;937;987;2344
NMG90_04835;784;1058;2099;1663;726;789;2495;693;1879;1607;1638;1096
NMG90_00840;2208;2104;1814;1698;1646;2252;2272;2114;1994;2592;1425;1492
NMG90_17395;0;0;3;1;0;6;6;2;4;12;7;6
NMG90_11865;3845;3149;3494;4294;2129;2267;4941;3108;3920;4673;3617;4960
NMG90_23515;18;24;26;50;30;21;43;11;558;79;68;48
NMG90_20530;266;302;358;368;241;210;486;298;375;458;327;356
NMG90_00270;8430;8288;7628;6328;6050;6382;10048;6861;6085;9288;6538;6093
NMG90_18065;322;387;425;312;274;344;338;333;390;563;388;193
NMG90_17810;2429;1607;4473;3866;1999;3610;3924;4287;4196;2225;2745;2556
NMG90_20420;730;715;657;674;476;528;1041;681;707;826;580;674
NMG90_09810;666;915;1152;1051;487;728;1641;708;913;953;1166;820
NMG90_15690;1192;1048;1716;2020;1070;1077;1913;1082;2016;2012;1404;1538
NMG90_22480;180;162;151;114;116;175;238;193;148;242;136;130
NMG90_07585;16628;14893;18875;18706;9256;16128;26310;17241;18926;21999;20020;17413
NMG90_05960;3826;3616;2222;2033;2513;2902;2882;3131;1969;3967;2493;1906
NMG90_22580;349;297;328;186;169;289;339;263;215;350;343;228
NMG90_22125;2102;1625;2407;2016;1024;1330;3194;1537;1817;1962;1935;1698
NMG90_10185;1291;1235;1722;1329;574;859;2125;810;1655;1407;1644;1395
NMG90_02370;49;37;29;13;29;12;30;36;8;26;24;16
NMG90_19200;1398;830;834;1424;1070;532;850;1293;3271;2180;704;676
NMG90_11555;256;259;268;198;174;165;289;230;193;302;188;227
NMG90_14505;7906;9076;10392;10272;6140;6079;16175;7499;10910;13453;8642;9900
NMG90_17635;102;90;115;179;56;76;126;99;90;81;103;103
NMG90_05260;1222;898;1286;1111;792;799;1614;870;1166;1282;778;981
NMG90_08425;124;89;79;71;82;93;177;80;86;164;98;62
NMG90_20910;128;109;128;168;77;96;200;76;105;202;140;188
NMG90_05600;959;774;1117;1035;517;597;1473;621;1053;1080;890;793
NMG90_20560;6686;5339;2726;2085;5056;5592;2305;6549;1404;3756;2613;4192
NMG90_13890;18829;16961;15636;15447;12019;13214;21406;15322;15350;23028;13695;14761
NMG90_12360;2004;2111;1885;1816;1141;1852;2933;1655;1486;2247;1836;1672
NMG90_08200;17;8;21;15;13;22;26;14;10;28;21;15
NMG90_12515;1592;1136;1006;1085;748;1235;1141;935;650;1230;1110;777
NMG90_00255;154;78;77;80;81;75;150;62;64;178;62;80
NMG90_06770;947;584;217;204;363;503;268;407;128;223;205;299
NMG90_23590;759;501;634;808;415;395;876;486;674;667;728;751
NMG90_14585;1869;2024;2004;1909;1853;1703;2895;2364;1980;3207;1545;2128
NMG90_18880;45365;36170;36227;42941;35697;26005;41413;38741;46195;48113;32460;43212
NMG90_19840;14844;11112;10778;10821;9140;8275;14414;11246;9739;13455;9494;9935
NMG90_01090;52826;55117;84385;80192;43924;44718;109680;46768;61550;70169;70901;64623
NMG90_05365;320;93;119;98;62;76;103;110;96;137;87;101
NMG90_10495;587;736;444;384;391;413;500;711;446;948;415;594
NMG90_04535;4974;5210;7547;4975;4901;6049;6977;5333;8523;15300;5853;7687
NMG90_05805;22;10;11;18;9;13;23;9;20;19;32;14
NMG90_06175;938;706;399;537;373;548;670;621;404;523;624;680
NMG90_16675;2213;1605;1891;1885;1300;1316;2214;1536;1943;2436;1719;1944
NMG90_06785;139;95;76;78;74;62;55;123;58;81;53;71
NMG90_20920;2443;2483;3461;3605;1500;1682;4468;1695;3224;3888;3290;3174
NMG90_21855;200;149;118;142;94;107;261;122;100;170;115;167
NMG90_24000;604;670;294;272;436;821;368;566;159;422;286;215
NMG90_20095;571;477;662;672;466;381;900;545;606;647;510;520
NMG90_09155;25;23;16;34;11;19;46;28;27;21;17;10
NMG90_23045;1475;2264;8130;8000;1734;1127;11920;1944;10302;7956;5804;6612
NMG90_24065;3190;2764;2381;1946;1652;2396;3473;2673;1852;2584;2528;2186
NMG90_14090;783;551;461;408;414;625;653;674;366;871;427;386
NMG90_11855;12667;12789;11250;9302;8317;10486;14383;12245;8961;14583;9543;8215
NMG90_12355;428;499;414;295;178;371;567;361;289;444;336;341
NMG90_14770;1607;1675;1291;1563;1008;1525;1925;1479;1317;1173;1435;1870
NMG90_22385;356;343;336;513;220;326;836;417;461;1090;353;352
NMG90_20130;582;580;669;692;451;620;670;477;607;695;539;628
NMG90_09735;80;65;73;66;40;52;97;51;84;105;82;50
NMG90_15150;2350;1445;786;964;1362;1307;1484;2057;874;1723;1019;1180
NMG90_05935;8296;13054;9100;8276;5120;7421;12720;6348;8657;9869;8283;6902
NMG90_01740;648;527;361;531;437;457;407;561;402;592;363;393
NMG90_13430;666;755;826;844;457;497;1001;529;624;954;715;618
NMG90_18420;2439;1714;4191;6255;1341;2148;9080;2628;9197;3422;6399;7515
NMG90_13555;120;135;159;180;53;94;248;145;140;147;173;145
NMG90_18240;1212;981;5868;14691;674;1091;23032;952;7425;1265;18508;38140
NMG90_00970;516;417;314;380;347;322;547;458;444;533;356;533
NMG90_13520;3197;2481;3342;3677;1402;1932;5756;2378;2869;3097;3446;3899
NMG90_05315;91733;68892;30074;35993;62353;42149;45694;44376;45234;46570;28394;109009
NMG90_15940;6617486;4258465;7592637;6530064;4750208;5013401;6140702;4788763;4223279;5690919;5579875;4707223
NMG90_02875;3379;3330;3054;2894;2101;2512;4251;2663;2891;3804;2732;2621
NMG90_03940;36328;29000;32564;35180;23147;27210;38954;27748;34997;34041;28336;30014
NMG90_07450;2865;3413;4049;3303;2225;2636;4146;2512;3187;3632;3279;2452
NMG90_11830;37758;14678;216;235;3310;26908;436;10196;114;829;207;337
NMG90_06335;1311;1009;1156;1014;832;1018;1221;975;839;1503;873;790
NMG90_08545;6801;4296;18678;42684;4890;3471;42943;4634;59318;11210;22732;59243
NMG90_10700;4437;3136;3319;3075;2838;2964;3670;2994;1909;2851;2898;3261
NMG90_17390;71;78;351;376;35;38;136;76;126;96;872;3346
NMG90_09400;879;818;1346;1659;773;666;1761;830;1609;1447;1235;1597
NMG90_15160;388;193;188;151;209;217;271;231;201;236;158;210
NMG90_15415;75;75;88;107;34;61;111;66;93;151;77;66
NMG90_08215;508;499;461;285;292;376;408;465;327;512;346;306
NMG90_06960;239;166;166;193;129;128;214;220;143;127;139;119
NMG90_05625;990;834;247;333;459;568;375;801;185;550;296;372
NMG90_16590;26206;18383;13845;9942;9855;23342;11524;15790;5656;16325;12662;6949
NMG90_10100;1479;1131;1049;842;1102;1024;1198;1320;884;2145;750;768
NMG90_04280;4653;4009;11575;14641;3601;3319;14213;6125;14217;8755;12923;7819
NMG90_07055;3487;2651;2461;2350;2096;2382;3675;2793;2214;3402;2266;2390
NMG90_17415;268;198;221;232;155;170;336;203;207;309;179;215
NMG90_19305;1487;1317;2153;1715;731;864;2121;927;1543;1339;1701;1732
NMG90_07740;17344;12182;10028;13291;9699;7792;16580;11870;10406;13233;11310;18969
NMG90_12680;21758;11491;8083;6579;8730;16087;9874;15770;4176;7228;8140;5563
NMG90_17240;5237;4317;5452;6769;3875;3382;7481;4315;5742;5470;5140;6794
NMG90_15485;718;1597;874;876;1113;1026;1188;969;729;1803;763;685
NMG90_00785;516;438;302;317;227;331;495;322;296;474;287;339
NMG90_20990;1242;900;830;727;642;859;871;798;551;878;726;1233
NMG90_20905;744;574;811;822;355;458;1274;465;604;952;885;870
NMG90_10275;909;584;566;552;519;532;507;567;621;552;539;511
NMG90_02585;163;134;120;151;98;133;184;143;121;158;104;138
NMG90_05010;697;411;485;472;249;516;809;474;587;519;531;552
NMG90_07510;1756;1937;1486;1460;1415;1182;2116;1537;1149;1954;1371;1533
NMG90_14235;5711;3990;2894;3673;3165;3038;4856;4407;3577;4726;3245;4682
NMG90_22295;4166;2537;2456;2859;2733;2106;2786;2790;2380;2994;2266;2193
NMG90_11285;26057;26416;36035;36970;24410;20469;75900;30817;33676;50196;30018;34004
NMG90_15900;13214;11874;12285;14569;8460;8837;16215;11419;16618;13644;10472;20606
NMG90_25215;120;94;81;87;60;104;186;108;90;144;84;97
NMG90_04040;1441;1316;2035;1721;1004;991;2263;1176;1647;1932;1611;1529
NMG90_14400;6728;6868;5213;4616;5358;5683;6701;6397;5128;9000;4567;4420
NMG90_11625;43348;46090;58297;55215;38320;31437;72146;41162;53033;61120;46871;53650
NMG90_22390;24;25;27;49;12;29;38;34;17;23;26;17
NMG90_23415;5502;4593;5823;7159;4019;3876;10848;5119;6117;8844;6242;6566
NMG90_03145;1983;1676;1385;1169;1255;1125;1507;1262;1103;2074;869;858
NMG90_07465;19741;20152;21095;18715;14764;15136;29962;17076;18414;27310;16658;16527
NMG90_16725;6132;3588;2640;2339;2586;3801;2125;2899;1789;3053;2558;2126
NMG90_10805;25869;30160;57869;54778;20264;20538;70970;22350;46741;41391;46237;34236
NMG90_15365;31528;29209;22322;22246;21865;22881;32054;27556;19026;36991;20066;25563
NMG90_15855;928;1271;1586;1320;507;864;1901;699;1267;1251;1700;991
NMG90_12830;2874;2031;1105;1190;1516;1693;1686;2006;1243;1968;1144;1121
NMG90_09705;12;12;14;19;9;3;18;5;10;19;9;21
NMG90_03945;2535;1537;1555;1539;1292;1453;1517;1684;1244;2230;1350;1372
NMG90_13055;2181;1674;1358;1357;1287;1259;1679;1517;1178;2194;1274;1252
NMG90_16475;31281;25204;24112;23418;20968;23776;29900;21581;25355;34350;20366;24307
NMG90_08120;1280;924;1184;1162;790;717;1162;1026;1097;1165;940;986
NMG90_11445;7907;8770;11185;9316;5511;6812;12675;6217;10574;11035;8790;7258
NMG90_09570;19;11;18;29;22;10;35;15;31;23;27;34
NMG90_20000;70;93;133;127;60;54;187;69;109;139;95;61
NMG90_16500;6;8;7;7;3;7;10;16;9;2;3;12
NMG90_09920;3434;4131;8768;12184;3206;2476;14313;3496;11135;7243;10978;8118
NMG90_23965;304;290;236;291;182;267;379;294;234;302;194;273
NMG90_02300;1712;1090;1577;1939;1022;1111;1576;1092;1893;1288;1905;1386
NMG90_14810;217292;203107;161903;168311;152037;124997;220102;163529;97684;147422;196456;183477
NMG90_04080;495;395;398;345;344;344;514;472;370;663;336;363
NMG90_10970;170;127;188;127;135;150;165;158;132;246;102;155
NMG90_13860;23905;20329;24217;24188;14521;14499;33941;18458;21693;24824;22753;22982
NMG90_20265;439;388;391;431;299;381;594;388;302;607;416;379
NMG90_16460;989;590;473;561;483;712;462;707;384;648;415;538
NMG90_07570;1654;1666;748;857;1032;1720;1134;1650;684;1245;889;1223
NMG90_21340;12;6;18;15;6;8;17;15;19;5;8;7
NMG90_14510;704;439;574;590;392;453;812;468;433;699;552;509
NMG90_20385;1527;1532;1590;1589;930;1086;2237;1384;1377;2023;1501;1410
NMG90_11715;1136;964;974;855;803;827;1135;1099;909;1576;809;709
NMG90_14225;12479;9450;7016;8141;7316;6657;10598;9865;7925;10545;7514;10232
NMG90_15645;4786;2802;2906;3690;3063;3249;5894;4098;3216;4820;3152;4690
NMG90_16535;7028;4810;5253;5610;3664;3817;5881;5256;4800;5688;4781;6161
NMG90_14540;14676;13493;17203;15102;8328;9176;22255;11824;14469;20776;16691;14625
NMG90_13170;4127;4392;4520;3717;3821;6339;3828;4623;3768;7076;3872;2212
NMG90_15090;5412;3809;3112;2796;2707;3323;3971;3531;2518;4196;2822;3127
NMG90_01550;1878;1453;1166;1141;1443;1472;1296;1518;1070;1577;1064;1059
